image,cve_id,package,n_scanners,scanners
python-3.9-slim-bookworm,CVE-2025-69419,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-69421,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-28387,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-28388,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-28389,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-28390,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2023-5678,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2023-6129,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2023-6237,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-0727,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-13176,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-4603,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-4741,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-5535,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-68160,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-69418,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-69420,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-9230,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-22795,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-22796,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2026-31790,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-2511,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2024-9143,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-27587,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2025-9232,openssl,3,"grype,scout,trivy"
python-3.9-slim-bookworm,CVE-2023-4641,passwd,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2007-5686,passwd,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2023-29383,passwd,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2024-56433,passwd,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2023-31484,perl-base,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2024-56406,perl-base,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2025-40909,perl-base,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2011-4116,perl-base,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2023-31486,perl-base,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2026-5958,sed,2,"grype,trivy"
python-3.9-slim-bookworm,CVE-2026-5704,tar,2,"grype,trivy"
