scanner,image,cve_id,package,version,severity
trivy,python-3.9-slim-bookworm,CVE-2011-3374,apt,2.6.1,LOW
trivy,python-3.9-slim-bookworm,TEMP-0841856-B18BAF,bash,5.2.15-2+b2,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-28085,bsdutils,1:2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,bsdutils,1:2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,bsdutils,1:2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,bsdutils,1:2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-14104,bsdutils,1:2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2016-2781,coreutils,9.1-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2017-18018,coreutils,9.1-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-5278,coreutils,9.1-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-2219,dpkg,1.21.22,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6297,dpkg,1.21.22,LOW
trivy,python-3.9-slim-bookworm,CVE-2022-27943,gcc-12-base,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-4039,gcc-12-base,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-68973,gpgv,2.2.40-1.1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-30258,gpgv,2.2.40-1.1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-68972,gpgv,2.2.40-1.1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-3219,gpgv,2.2.40-1.1,LOW
trivy,python-3.9-slim-bookworm,CVE-2011-3374,libapt-pkg6.0,2.6.1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-28085,libblkid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,libblkid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,libblkid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,libblkid1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-14104,libblkid1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-2961,libc-bin,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-33599,libc-bin,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-4802,libc-bin,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-0861,libc-bin,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-33600,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-33601,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-33602,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-0395,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-15281,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-8058,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-0915,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4046,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4437,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4438,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5435,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5450,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5928,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-6238,libc-bin,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2010-4756,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2018-20796,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010022,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010023,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010024,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010025,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-9192,libc-bin,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-2961,libc6,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-33599,libc6,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-4802,libc6,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-0861,libc6,2.36-9+deb12u4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-33600,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-33601,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-33602,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-0395,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-15281,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-8058,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-0915,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4046,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4437,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4438,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5435,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5450,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-5928,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-6238,libc6,2.36-9+deb12u4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2010-4756,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2018-20796,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010022,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010023,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010024,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-1010025,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2019-9192,libc6,2.36-9+deb12u4,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-4878,libcap2,1:2.66-4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-1390,libcap2,1:2.66-4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-45491,libexpat1,2.5.0-1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-45492,libexpat1,2.5.0-1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2023-52425,libexpat1,2.5.0-1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-45490,libexpat1,2.5.0-1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-8176,libexpat1,2.5.0-1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-25210,libexpat1,2.5.0-1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-50602,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-59375,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-66382,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-32776,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-32777,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-32778,libexpat1,2.5.0-1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2023-52426,libexpat1,2.5.0-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-28757,libexpat1,2.5.0-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-24515,libexpat1,2.5.0-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-41080,libexpat1,2.5.0-1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-45186,libexpat1,2.5.0-1,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2022-27943,libgcc-s1,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-4039,libgcc-s1,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-41989,libgcrypt20,1.10.1-3,HIGH
trivy,python-3.9-slim-bookworm,CVE-2018-6829,libgcrypt20,1.10.1-3,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-2236,libgcrypt20,1.10.1-3,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-33845,libgnutls30,3.7.9-2+deb12u2,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2025-32988,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-32990,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-33846,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-3833,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-42010,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-42011,libgnutls30,3.7.9-2+deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-12243,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-28834,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-28835,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-14831,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-32989,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6395,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-9820,libgnutls30,3.7.9-2+deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2011-3389,libgnutls30,3.7.9-2+deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-3832,libgnutls30,3.7.9-2+deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-42009,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-42012,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-42013,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-42014,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-42015,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-5260,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2026-5419,libgnutls30,3.7.9-2+deb12u2,UNKNOWN
trivy,python-3.9-slim-bookworm,CVE-2024-37371,libgssapi-krb5-2,1.20.1-2+deb12u1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-37370,libgssapi-krb5-2,1.20.1-2+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-26462,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-24528,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-3576,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40355,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40356,libgssapi-krb5-2,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2018-5709,libgssapi-krb5-2,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26458,libgssapi-krb5-2,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26461,libgssapi-krb5-2,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-37371,libk5crypto3,1.20.1-2+deb12u1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-37370,libk5crypto3,1.20.1-2+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-26462,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-24528,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-3576,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40355,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40356,libk5crypto3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2018-5709,libk5crypto3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26458,libk5crypto3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26461,libk5crypto3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-37371,libkrb5-3,1.20.1-2+deb12u1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-37370,libkrb5-3,1.20.1-2+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-26462,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-24528,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-3576,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40355,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40356,libkrb5-3,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2018-5709,libkrb5-3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26458,libkrb5-3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26461,libkrb5-3,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-37371,libkrb5support0,1.20.1-2+deb12u1,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-37370,libkrb5support0,1.20.1-2+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-26462,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-24528,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-3576,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40355,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40356,libkrb5support0,1.20.1-2+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2018-5709,libkrb5support0,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26458,libkrb5support0,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-26461,libkrb5support0,1.20.1-2+deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-31115,liblzma5,5.4.1-0.2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-34743,liblzma5,5.4.1-0.2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-28085,libmount1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,libmount1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,libmount1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,libmount1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-14104,libmount1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-69720,libncursesw6,6.4-4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2023-50495,libncursesw6,6.4-4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6141,libncursesw6,6.4-4,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-6020,libpam-modules,1.5.2-6+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-10041,libpam-modules,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-22365,libpam-modules,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6020,libpam-modules-bin,1.5.2-6+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-10041,libpam-modules-bin,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-22365,libpam-modules-bin,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6020,libpam-runtime,1.5.2-6+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-10041,libpam-runtime,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-22365,libpam-runtime,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6020,libpam0g,1.5.2-6+deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2024-10041,libpam0g,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-22365,libpam0g,1.5.2-6+deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-28085,libsmartcols1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,libsmartcols1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,libsmartcols1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,libsmartcols1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-14104,libsmartcols1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-6965,libsqlite3-0,3.40.1-2,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2025-7458,libsqlite3-0,3.40.1-2,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2023-7104,libsqlite3-0,3.40.1-2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-7709,libsqlite3-0,3.40.1-2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2021-45346,libsqlite3-0,3.40.1-2,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-29088,libsqlite3-0,3.40.1-2,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-70873,libsqlite3-0,3.40.1-2,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-15467,libssl3,3.0.11-1~deb12u2,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2026-31789,libssl3,3.0.11-1~deb12u2,CRITICAL
trivy,python-3.9-slim-bookworm,CVE-2024-6119,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-69419,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-69421,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-28387,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-28388,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-28389,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-28390,libssl3,3.0.11-1~deb12u2,HIGH
trivy,python-3.9-slim-bookworm,CVE-2023-5678,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2023-6129,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2023-6237,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-0727,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-13176,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-4603,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-4741,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-5535,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-68160,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-69418,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-69420,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-9230,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-22795,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-22796,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-31790,libssl3,3.0.11-1~deb12u2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2024-2511,libssl3,3.0.11-1~deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-9143,libssl3,3.0.11-1~deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-27587,libssl3,3.0.11-1~deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-9232,libssl3,3.0.11-1~deb12u2,LOW
trivy,python-3.9-slim-bookworm,CVE-2022-27943,libstdc++6,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-4039,libstdc++6,12.2.0-14,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-50387,libsystemd0,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2023-50868,libsystemd0,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-29111,libsystemd0,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-4598,libsystemd0,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40225,libsystemd0,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40226,libsystemd0,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4105,libsystemd0,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2013-4392,libsystemd0,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31437,libsystemd0,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31438,libsystemd0,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31439,libsystemd0,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-40228,libsystemd0,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-12133,libtasn1-6,4.19.0-2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-13151,libtasn1-6,4.19.0-2,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-69720,libtinfo6,6.4-4,HIGH
trivy,python-3.9-slim-bookworm,CVE-2023-50495,libtinfo6,6.4-4,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2025-6141,libtinfo6,6.4-4,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-50387,libudev1,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2023-50868,libudev1,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2026-29111,libudev1,252.22-1~deb12u1,HIGH
trivy,python-3.9-slim-bookworm,CVE-2025-4598,libudev1,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40225,libudev1,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-40226,libudev1,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-4105,libudev1,252.22-1~deb12u1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2013-4392,libudev1,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31437,libudev1,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31438,libudev1,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-31439,libudev1,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2026-40228,libudev1,252.22-1~deb12u1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-28085,libuuid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,libuuid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,libuuid1,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,libuuid1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2025-14104,libuuid1,2.38.1-5+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-4641,login,1:4.13+dfsg1-1+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2007-5686,login,1:4.13+dfsg1-1+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2023-29383,login,1:4.13+dfsg1-1+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-56433,login,1:4.13+dfsg1-1+b1,LOW
trivy,python-3.9-slim-bookworm,TEMP-0628843-DBAD28,login,1:4.13+dfsg1-1+b1,LOW
trivy,python-3.9-slim-bookworm,CVE-2024-28085,mount,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-27456,mount,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2026-3184,mount,2.38.1-5+b1,MEDIUM
trivy,python-3.9-slim-bookworm,CVE-2022-0563,mount,2.38.1-5+b1,LOW
